"Company Name","Business Name","Street Address",City,"State Abbreviation","Zip Code","Telephone Number","Line of Business",Latitude,Longitude,"Primary NAICS","Primary SIC","Sales Volume","Total Employees","Local Employees","Year Started"
"SAHARA MEDITERRANEAN CUISINE",,"3061 FIELDSTONE WAY STE 1250",LEXINGTON,KY,405131772,8592241138,"EATING PLACE",38.01448,-84.556569,722511,58120100,147258,3,3,2007
"SAHARA MEDITERRANEAN GROUP, INC","SAHARA MEDITERRANEAN CUISINE","3061 FIELDSTONE WAY STE 1200",LEXINGTON,KY,405131718,,"EATING PLACE",38.014443,-84.556628,722511,58120100,262679,9,9,2017
SAKURA,,"1015 WINCHESTER RD",LEXINGTON,KY,405053934,8592520004,"EATING PLACE",38.042351,-84.466878,722511,58120109,121674,7,7,2017
"SAKURA 13 INC",,"3695 NICHOLASVILLE RD STE 120",LEXINGTON,KY,405034493,8592460000,"EATING PLACE",37.984766,-84.527607,722511,58120109,210837,1,1,2019
"SAL'S RESTAURANT, LLC","HARRY'S PUB","3373 TATES CREEK RD",LEXINGTON,KY,405023407,8599772489,"EATING PLACE",37.995678,-84.496734,722511,58120101,506727,19,19,2017
"SALS ITALIAN CHOPHOUSE",,"3347 TATES CREEK RD",LEXINGTON,KY,405023407,8592699922,"EATING PLACE",37.995678,-84.496734,722511,58120501,189531,7,7,2002
SALSARITA'S,,"2380 NORMAN LN",LEXINGTON,KY,405033011,8592772572,"EATING PLACE",38.004564,-84.519668,722511,58120112,227536,10,10,2014
"SAM SUSHI",,"3090 HELMSDALE PL STE 265",LEXINGTON,KY,405092217,9132372276,"EATING PLACE",38.010806,-84.421941,722511,58120114,90856,1,1,2019
"SAMI BS SOUL FOOD INC.",,"2920 POLO CLUB BLVD APT 6204",LEXINGTON,KY,405098613,,"EATING PLACE",38.02388,-84.40626,722511,58120000,277925,1,1,2025
"SAMSFIELD FOOD LLC","GREAT TASTE OF JERUSALEM","3120 PIMLICO PKWY",LEXINGTON,KY,405174034,,"EATING PLACE",37.984996,-84.461393,722511,58120000,277925,1,1,2024
"SAN'S HEALTHY CHOICES, LLC",,"2005 DRUMMOND DR",LEXINGTON,KY,405119129,,"EATING PLACE",38.105935,-84.507216,722511,58129902,84914,3,3,2021
"SANDRA OLMEDO-PELAEZ, LLC","EL PATIO","2024 DORSET DR",LEXINGTON,KY,405041316,5023827254,"EATING PLACE",38.053431,-84.545495,722511,58120112,111319,3,3,2013
"SANTA FE TAQUERIA, LLC",,"2350 WOODHILL DR STE 168",LEXINGTON,KY,405091042,8592853764,"EATING PLACE",38.016584,-84.456134,722511,58120112,87815,4,4,2019
"SANTE TAQUERIA FE LLC",,"2350 WOODHILL DR STE 168",LEXINGTON,KY,405091042,,"EATING PLACE",38.016584,-84.456134,722511,58120112,86224,4,4,2021
"SASSY BLEU LLC",,"496 E HIGH ST",LEXINGTON,KY,405071930,8593090043,"EATING PLACE",38.036823,-84.493,722511,58120000,259779,1,1,2024
"SASSY'S CAFE LLC",,"3487 GREENTREE RD",LEXINGTON,KY,405173113,,"EATING PLACE",37.98627,-84.48636,722511,58129902,277925,1,1,2024
"SAUL GOOD 1","SAUL GOOD 2","3801 MALL RD STE 120",LEXINGTON,KY,405034406,8592734663,"EATING PLACE",37.984139,-84.532292,722511,58120800,497193,4,3,2008
"SAV'S GRILL, LLC","SAV'S CHILL","221 E SEVENTH ST",LEXINGTON,KY,405081672,8592290250,"EATING PLACE",38.052864,-84.481025,722511,58120500,189503,4,4,2008
"SAVOR SYMPHONY BISTRO LLC",,"509 FAWN CIR",LEXINGTON,KY,405118814,,"EATING PLACE",38.099391,-84.542324,722511,58120000,277925,1,1,2024
"SAYED, INC.","ITALIAN RESTAURANT & LOUNGE","2417 NICHOLASVILLE RD",LEXINGTON,KY,405033178,8592775321,"ITALIAN RESTAURANT AND LOUNGE",38.002903,-84.520166,722511,58120108,244597,9,9,1991
"SBARRO LLC",SBARRO,"3379 NICHOLASVILLE RD STE F",LEXINGTON,KY,405033601,8592733874,"ITALIAN RESTAURANT",37.990775,-84.52408,722511,58120108,0,0,10,
"SCHOOL RESTAURANT LLC",,"163 W SHORT ST STE 110",LEXINGTON,KY,405071416,8593961915,"EATING PLACE",38.04772,-84.496929,722511,58120000,0,0,2,
"SCHOOL RESTAURANT LLC",,"276 INVERNESS TRL",RICHMOND,KY,404758845,,"EATING PLACE",37.887699,-84.363543,722511,58120000,116774,7,5,2016
"SCHOOL SUSHI",,"163 W SHORT ST STE 110",LEXINGTON,KY,405071416,8593680660,"EATING PLACE",38.04772,-84.496929,722511,58120114,94350,6,6,2018
"SEED RESTAURANT GROUP INC",FAZOLI'S,"2470 PALUMBO DR",LEXINGTON,KY,405091117,8592681668,"PATENT OWNER/LESSOR EATING PLACE",38.017612,-84.446027,533110,67949902,5773165,5600,5600,1990
"SELTZER LLC",,"115 W MAIN ST",LEXINGTON,KY,405071320,8593279505,"EATING PLACE",38.046782,-84.497067,722511,58120101,85361,1,1,2017
"SENOR CHIMI LLC",,"400 W MAIN ST",LEXINGTON,KY,405071603,,"EATING PLACE",38.04896,-84.5003,722511,58120112,63220,1,1,2022
"SHAKE SHACK INC.",,"115 SUMMIT AT FRITZ FARM STE 110",LEXINGTON,KY,405178300,8597211295,"EATING PLACE",37.976698,-84.526064,722511,58120101,0,0,8,
"SHAKING SEAFOOD",,"3110 MAPLELEAF DR",LEXINGTON,KY,405091240,8592648888,"EATING PLACE",38.007196,-84.42742,722511,58120700,232386,1,1,2019
"SHANGHAI BISTRO",,"4101 TATES CREEK CENTRE DR # 11",LEXINGTON,KY,405173066,8592720588,"EATING PLACE",37.970505,-84.498712,722511,58120103,151719,7,7,2005
"SHANGHAI BISTRO",,"2200 WAR ADMIRAL WAY STE 170",LEXINGTON,KY,405092498,8595430888,"EATING PLACE",38.03893,-84.427185,722511,58120103,206643,6,6,2008
"SHANGHAI EXPRESS, INC.",,"104 LEE LN",GEORGETOWN,KY,403249311,,"EATING PLACE",38.160906,-84.543587,722511,58120103,131326,6,6,2010
"SHORTCRUST CAFE LLC",,"3885 GLADMAN WAY",LEXINGTON,KY,405144023,,"EATING PLACE",37.997076,-84.575087,722511,58129902,277925,1,1,2024
"SHUCKING IN THE BLUEGRASS, LLC",,"2304 MERLUNA DR",LEXINGTON,KY,405118006,,"EATING PLACE",38.093985,-84.532027,722511,58120101,50020,1,1,2017
"SHUFFLIN' CAFE, LLC",,"2610 PALUMBO DR",LEXINGTON,KY,405091234,,"EATING PLACE",38.012706,-84.439241,722511,58129902,306982,1,1,2012
"SIDEBAR GRILL",,"147 N LIMESTONE",LEXINGTON,KY,405071124,8592258883,"EATING PLACE",38.047232,-84.495991,722511,58120500,47383,1,1,2000
"SIMPLE GREEK",,"4101 TATES CREEK CENTRE DR STE 136",LEXINGTON,KY,405173068,8592734976,"EATING PLACE",37.97179,-84.498637,722511,58120106,238059,17,17,2017
"SIX CONTINENTS HOTELS, INC.","HOLIDAY INN","1950 NEWTOWN PIKE",LEXINGTON,KY,405111332,8592330512,"HOTEL/MOTEL OPERATION DRINKING PLACE EATING PLACE",38.097813,-84.484628,721110,70110300,0,0,24,
SKEWERS,,"130 W TIVERTON WAY STE 100",LEXINGTON,KY,405034422,8594699139,"EATING PLACE",37.980278,-84.530034,722511,58120100,80696,1,1,2017
"SMITHTOWN LLC",,"3463 SAYBROOK RD",LEXINGTON,KY,405034326,,"EATING PLACE",37.988183,-84.547282,722511,58120700,259779,1,1,2024
"SMITHTOWN SEAFOOD AT THE SUMMIT",,"119 MARION STE 160",LEXINGTON,KY,405178341,8593090011,"EATING PLACE",37.977182,-84.527258,722511,58120700,78963,1,1,2018
"SMITHTOWN SEAFOOD, LLC",,"501 W SIXTH ST STE 110",LEXINGTON,KY,405081341,8593034100,"EATING PLACE",38.059425,-84.492204,722511,58120700,408202,20,20,2013
"SMITTY'S THINGS L.L.C.",,"3168 ROUNDWAY DOWN LN",LEXINGTON,KY,405098527,,"EATING PLACE",38.023001,-84.405601,722511,58120101,296044,1,1,2023
"SMOKE THIS BBQ L.L.C.",,"1806 NORMANDY RD",LEXINGTON,KY,405042227,8593822100,"EATING PLACE",38.035848,-84.540703,722511,58120801,159877,6,6,2013
"SMOKIN BAR B Q",,"255 W NEW CIRCLE RD",LEXINGTON,KY,405051425,,"EATING PLACE",38.069656,-84.474319,722511,58120801,86542,5,5,2016
"SOULFEAST WEEK, LLC",,"760 HALFORD PL",LEXINGTON,KY,405118975,,"EATING PLACE",38.099911,-84.532208,722511,58120000,81990,3,3,2021
"SOUP LOCAL LLC",,"1113 SLASHES RD",LEXINGTON,KY,405021825,,"EATING PLACE",38.029182,-84.484507,722511,58120000,85776,3,3,2019
"SOUTH LINE RESTAURANT INC",,"333 S LIMESTONE",LEXINGTON,KY,405083007,8594922990,"EATING PLACE",38.042838,-84.502289,722511,58120000,89342,6,6,2007
"SOUTH SIDE PUB LLC",,"3650 BOSTON RD STE 196",LEXINGTON,KY,405141502,8592234775,"EATING PLACE",37.978663,-84.550652,722511,58120802,173483,5,5,2011
"SOUTHERN DELI AND TAVERN",,"207 S LIMESTONE",LEXINGTON,KY,405082501,8593880926,"EATING PLACE",38.045009,-84.499248,722511,58120101,55210,7,7,2019
"SPARTAN PASTABILITIES, LLC",FAZOLI'S,"841 CORPORATE DR STE 105",LEXINGTON,KY,405035422,8592191608,"ITALIAN RESTAURANT",38.011547,-84.552118,722511,58120108,653416,303,2,1995
"SPARTAN PASTABILITIES, LLC",FAZOLIES,"841 CORPORATE DR STE 105",LEXINGTON,KY,405035422,8592191608,"EATING PLACE",38.011547,-84.552118,722511,58120108,0,0,261,
"SPICE RESTAURANT AND BAR",,"1938 STANTON WAY",LEXINGTON,KY,405111351,8592591311,"EATING PLACE",38.101479,-84.483084,722511,58120101,138649,4,4,2019
"SPITFIRE BBQ LLC",,"924 ANDOVER GRN",LEXINGTON,KY,405092929,,"EATING PLACE",38.002049,-84.416774,722511,58120801,75878,1,1,2020
"SPORTSMAN RESTAURANT LLC",,"555 JEFFERSON ST",LEXINGTON,KY,405081320,8594219097,"EATING PLACE",38.059249,-84.493015,722511,58120000,127732,5,5,2016
"SPORTSMAN RESTAURANT, LLC COUNTY CLUB",,"471 W THIRD ST",LEXINGTON,KY,405081753,,"EATING PLACE",38.054572,-84.497832,722511,58120000,58647,5,5,2012
"SQUIRES CORNER KITCHEN LLC",,"468 SQUIRES RD",LEXINGTON,KY,405155609,8593036487,"EATING PLACE",37.990093,-84.448231,722511,58120000,63220,1,1,2023
"STARWOOD HOTELS & RESORTS WORLDWIDE, LLC","STARWOOD HOTELS & RESORTS","2601 RICHMOND RD",LEXINGTON,KY,405091709,,"HOTEL/MOTEL OPERATION EATING PLACE",38.010863,-84.455861,721110,70110000,0,0,115,
"STEAK N SHAKE INC.","STEAK N SHAKE","1832 ALYSHEBA WAY",LEXINGTON,KY,405092208,8595439096,"RESTAURANT-FAM CHAIN",38.018248,-84.419223,722511,58120501,0,0,44,
"STIRFRY TITAN",,"2520 NICHOLASVILLE RD",LEXINGTON,KY,405033384,,"EATING PLACE",37.999062,-84.518039,722511,58120000,106283,1,1,2018
"STORM KITCHEN, LLC",,"517 ANDREA DR",LEXINGTON,KY,405032801,,"EATING PLACE",38.004987,-84.542798,722511,58120000,81032,6,6,2005
"STORMING CRAB",,"4009 NICHOLASVILLE RD",LEXINGTON,KY,405034487,8592718888,"EATING PLACE",37.980809,-84.528785,722511,58120700,298558,1,1,2019
"SUGA'S KITCHEN, LLC",,"711 MAGOFFIN ST",LEXINGTON,KY,405053707,,"EATING PLACE",38.04929,-84.47631,722511,58120000,259779,1,1,2025
"SUMO INC",,"1030 S BROADWAY STE 2",LEXINGTON,KY,405042681,,"EATING PLACE",38.037065,-84.516074,722511,58120114,113939,4,4,2020
"SUMO PIG LLC",,"372 HAYS BLVD",LEXINGTON,KY,405094495,,"EATING PLACE",37.982766,-84.411969,722511,58120109,63361,1,1,2018
"SUNDOWNS LLC",,"3104 ARROWHEAD DR",LEXINGTON,KY,405032757,8595545432,"EATING PLACE",38.006957,-84.548568,722511,58120500,180008,6,6,2010
"SUPREME HIBACHI BUFFET",,"180 E NEW CIRCLE RD",LEXINGTON,KY,405052115,8592548888,"EATING PLACE",38.062519,-84.468606,722511,58120103,155858,4,4,2011
"SURGERY ON SUNDAY, INC.",,"175 E MAIN ST STE 500",LEXINGTON,KY,405071328,8592559500,"EATING PLACE",38.045409,-84.495868,722511,58120000,79720,10,10,2005
"SUSHI BLUE INCORPORATED","SUSHI BLUE","185 PASADENA DR STE 130",LEXINGTON,KY,405032971,8595236862,"EATING PLACE",38.004799,-84.522029,722511,58120114,113520,7,7,2016
"SUSHI VILLAGE LLC",,"1550 TRENT BLVD APT 1904",LEXINGTON,KY,405151922,,"EATING PLACE",37.964515,-84.477268,722511,58120114,65812,1,1,2023
SUTTON'S,,"110 N LOCUST HILL DR",LEXINGTON,KY,405091514,8592682068,"EATING PLACE",38.003722,-84.446463,722511,58120500,347729,9,9,2010
"SWAN RESTAURANT GROUP INC.","GREAT BAGEL","396 WOODLAND AVE",LEXINGTON,KY,405083024,8592582210,"EATING PLACE",38.03446,-84.495585,722511,58120000,213825,8,8,2011
"SWEET PEA'S SOUL FOOD LLC",,"236 MOCKINGBIRD LN",LEXINGTON,KY,405031116,,"EATING PLACE",38.026502,-84.518733,722511,58120801,65812,1,1,2022
"TABLE286 LLC",,"2036 FORT HARRODS DR",LEXINGTON,KY,405131059,,"EATING PLACE",38.011214,-84.564062,722511,58120000,63392,1,1,2020
"TACO BAS EL QUERETANO LLC",,"1816 BARKSDALE DR",LEXINGTON,KY,405111504,,"EATING PLACE",38.08645,-84.47104,722511,58120112,277925,1,1,2024
"TACO MEETS AREPA L.L.C.",,"636 STRATFORD DR",LEXINGTON,KY,405031722,,"EATING PLACE",38.01954,-84.53703,722511,58120112,277925,1,1,2024
"TACO MONTERREY LLC",,"62 QUEEN AVE",LEXINGTON,KY,405111860,,"EATING PLACE",38.072524,-84.500549,722511,58120112,296044,1,1,2023
"TACO STEVE, LLC",,"395 REDDING RD APT 187",LEXINGTON,KY,405172390,,"EATING PLACE",37.990309,-84.501805,722511,58120112,87243,1,1,2020
"TACO STOP TAQUERIA LIMITED LIABILITY COMPANY",,"1474 ANNISTON DR STE B1",LEXINGTON,KY,405052400,8594473907,"EATING PLACE",38.056298,-84.438892,722511,58120112,65812,3,3,2023
"TACO TIME DR L.L.C.","TACO TIME","3852 NIAGARA DR",LEXINGTON,KY,405173341,,"EATING PLACE",37.967459,-84.485272,722511,58120112,64333,9,9,2018
"TACOS CAMPESINOS LLC",,"405 BRECKENRIDGE ST",LEXINGTON,KY,405081630,,"EATING PLACE",38.050183,-84.479732,722511,58120112,79422,3,3,2021
"TACOS EL CAMIONCITO LLC",,"1889 LOST TRAIL LN",LEXINGTON,KY,405111092,,"EATING PLACE",38.08676,-84.505414,722511,58120112,78928,1,1,2020
"TACOS EL POTRO 2 LLC",,"413 W NEW CIRCLE RD",LEXINGTON,KY,405111832,,"EATING PLACE",38.071616,-84.477109,722511,58120112,65812,1,1,2023
"TACOS EL POTRO, LLC",,"182 DONABROOK CT APT 4",LEXINGTON,KY,405171110,,"EATING PLACE",37.98933,-84.515828,722511,58120112,71787,3,3,2019
"TACOS EL REY, LLC",,"693 SMUGGLERS NOTCH DR",LEXINGTON,KY,405094394,,"EATING PLACE",38.019409,-84.438571,722511,58120112,64588,7,7,2016
"TACOS EL TAPATIO, LLC",,"2005 FORDSON CT",LEXINGTON,KY,405052322,,"EATING PLACE",38.061559,-84.439892,722511,58120112,65812,1,1,2023
"TACOS LUPITA LLC",,"3390 SPANGLER DR",LEXINGTON,KY,405172189,,"EATING PLACE",37.980858,-84.505382,722511,58120112,291488,1,1,2023
"TACOS PEDRO Y VIKI, LLC",,"56 QUEEN AVE",LEXINGTON,KY,405111860,,"EATING PLACE",38.072235,-84.500353,722511,58120112,73859,3,3,2019
"TACOS TRUJILLO LLC",,"1553 CHADWICK DR",LEXINGTON,KY,405155809,,"EATING PLACE",37.972724,-84.466783,722511,58120112,65812,1,1,2022
"TACOS Y SALSAS LIMITED LIABILITY COMPANY",,"4037 SWEETSPIRE DR",LEXINGTON,KY,405144059,8596081097,"EATING PLACE",37.967708,-84.545568,722511,58120112,55998,6,6,2016
"TAJ INDIA",,"154 PATCHEN DR",LEXINGTON,KY,405174418,8592680055,"EATING PLACE",38.008671,-84.456107,722511,58120112,238093,4,4,2010
"TALLEYS BBQ",,"1479 BOARDWALK",LEXINGTON,KY,405111803,8592294129,"EATING PLACE",38.070652,-84.483683,722511,58120801,122362,1,1,2017
"TAMALERIA DE LEXINGTON, LLC",,"583 CANE RUN RD",LEXINGTON,KY,405051434,,"EATING PLACE",38.076317,-84.472329,722511,58120112,277925,1,1,2024
TANDOOR,,"3130 MAPLELEAF DR STE 112",LEXINGTON,KY,405091339,8592635771,"EATING PLACE",38.006196,-84.427663,722511,58120107,230857,5,5,2005
"TANDOOR EXPRESS, LLC",,"630 EUCLID AVE STE 150",LEXINGTON,KY,405021997,8593038888,"EATING PLACE",38.031589,-84.493181,722511,58120107,117407,1,1,2018
"TAP N' BITE LLC",,"271 W SHORT ST STE 410",LEXINGTON,KY,405071213,,"EATING PLACE",38.048646,-84.497916,722511,58120000,277925,1,1,2023
"TAPAS ENTERPRISES, INC",,"3660 POLO CLUB BLVD",LEXINGTON,KY,405098565,,"EATING PLACE",38.002126,-84.397318,722511,58120000,56901,4,4,2016
"TAQUERIA DE LA CRUZ, L.L.C.",,"200 LIVERPOOL RD",LEXINGTON,KY,405041318,,"EATING PLACE",38.055728,-84.547259,722511,58120112,85324,4,4,2021
"TAQUERIA EL ASADERO 100, LLC",,"1007 FIDDLER CREEK WAY",LEXINGTON,KY,405156461,,"EATING PLACE",37.964839,-84.500322,722511,58120112,66212,3,3,2019
"TAQUERIA EL BUEN SABOR LLC",,"550 S BROADWAY",LEXINGTON,KY,405082953,,"EATING PLACE",38.044055,-84.506338,722511,58120112,87243,4,4,2019
"TAQUERIA EL GUERRERO LLC",,"949 SAINT MARTINS AVE",LEXINGTON,KY,405112201,,"EATING PLACE",38.070514,-84.513184,722511,58120112,80871,3,3,2019
"TAQUERIA EL TENAMPA, LLC",,"2575 KNIGHTSBRIDGE LN",LEXINGTON,KY,405094171,,"EATING PLACE",38.029419,-84.447413,722511,58120112,65812,3,3,2023
"TAQUERIA JUQUILITA LLC",,"1705 ROSECRANS DR",LEXINGTON,KY,405042350,,"EATING PLACE",38.03762,-84.53625,722511,58120112,277925,1,1,2025
"TAQUERIA LA OAXQUENA LLC",,"1992 BRYNELL DR",LEXINGTON,KY,405052243,,"EATING PLACE",38.061545,-84.441463,722511,58120112,65812,2,2,2023
"TAQUERIA LA TOLUQUENA, LLC",,"1237 HOT SPRINGS CT",LEXINGTON,KY,405173122,,"EATING PLACE",37.97852,-84.48144,722511,58120112,65812,2,2,2023
"TAQUERIA LA VIRGEN JUQUILA LLC",,"1725 ROSECRANS DR",LEXINGTON,KY,405042350,,"EATING PLACE",38.036692,-84.536808,722511,58120112,277925,2,2,2024
"TAQUERIA LOS NIETOS L.L.C.",,"1989 FAIR OAKS DR APT B",LEXINGTON,KY,405042235,,"EATING PLACE",38.046654,-84.549298,722511,58120112,87216,6,6,2016
"TAQUERIA LOS PRIMOS LLC",,"57 RENO DR",GEORGETOWN,KY,403249324,,"EATING PLACE",38.158871,-84.541044,722511,58120112,65812,2,2,2022
"TAQUERIA LUNA, LLC",,"1806 MARLBORO DR",LEXINGTON,KY,405051622,,"EATING PLACE",38.07963,-84.464356,722511,58120112,80045,3,3,2019
"TAQUERIA MI GENTE LIMITED LIABILITY COMPANY",,"1364 DEVONPORT DR",LEXINGTON,KY,405041513,,"EATING PLACE",38.04893,-84.55316,722511,58120112,277925,2,2,2024
"TAQUERIA NAVA LLC",,"1281 VILLAGE DR APT B7",LEXINGTON,KY,405041802,,"EATING PLACE",38.050166,-84.550602,722511,58120112,277925,1,1,2024
"TAQUERIA ROMERO, L.L.C.",,"170 DONABROOK CT APT 1",LEXINGTON,KY,405171106,,"EATING PLACE",37.989538,-84.516421,722511,58120112,247077,2,2,2024
"TAQUERIA SAN MARCOS LLC",,"1858 OXFORD CIR",LEXINGTON,KY,405041475,8595235347,"EATING PLACE",38.049646,-84.540644,722511,58120112,124712,6,6,2020
"TAQUERIA SAN MIGUEL",,"684 E NEW CIRCLE RD",LEXINGTON,KY,405052948,8592940442,"EATING PLACE",38.048863,-84.454956,722511,58120112,131090,8,8,2008
"TAQUERO MUCHO TAQUERIA, LLC",,"5 PRINCE AVE",LEXINGTON,KY,405111858,,"EATING PLACE",38.06995,-84.49828,722511,58120112,277925,1,1,2024
"TASTE BUDS ANDERSON LLC",,"509 WOODSTREAM CT",LEXINGTON,KY,405156001,8594211163,"EATING PLACE",37.969135,-84.514012,722511,58120000,59170,5,5,2011
"TASTE OF AB SPARTA LLC",,"307 W SHORT ST",LEXINGTON,KY,405071203,,"EATING PLACE",38.048936,-84.498248,722511,58120000,277925,1,1,2024
"TASTY TACOS LLC",,"656 E MAIN ST",LEXINGTON,KY,405082378,,"EATING PLACE",38.036194,-84.486077,722511,58120112,65812,1,1,2023
"TAVERN RESTAURANT GROUP, INC.",,"3750 MALL RD",LEXINGTON,KY,405034434,,"EATING PLACE DRINKING PLACE",37.985007,-84.530519,722511,58120000,0,0,28,
"TAZIKIS RESTAURANT",,"1916 JUSTICE DR STE 110",LEXINGTON,KY,405092609,,"EATING PLACE",38.017439,-84.412169,722511,58129902,71937,6,6,2017
TBAR,,"500 EUCLID AVE",LEXINGTON,KY,405021736,8593689404,"EATING PLACE",38.03428,-84.496074,722511,58120108,100357,1,1,2012
TCHOUPITOULAS,,"1401 N FORBES RD",LEXINGTON,KY,405112011,8592250770,"EATING PLACE",38.064079,-84.519674,722511,58120102,112121,1,1,2016
"TDS LONDON 2, LLC",,"451 CHAIR AVE APT C",LEXINGTON,KY,405081796,,"EATING PLACE",38.044482,-84.50926,722511,58120000,185264,8,8,2003
"TEKKA JAPANESE GRILL & SUSHI LEXINGTON KY",,"2300 SIR BARTON WAY STE 110",LEXINGTON,KY,405092200,8595430010,"EATING PLACE",38.022585,-84.421102,722511,58120114,72906,1,1,2018
"TEXAS DE BRAZIL",,"151 LARUE STE 150",LEXINGTON,KY,405178334,8595594000,"EATING PLACE",37.978031,-84.526196,722511,58120802,519653,1,1,2019
"TEXAS ROADHOUSE","TEXAS ROADHOUSE 2421","3030 LAKECREST CIR",LEXINGTON,KY,405131706,8592960028,"EATING PLACE",38.015186,-84.553798,722511,58120802,200405,21,21,2012
"THAI HOUSE LEXINGTON, LLC",,"911 WINCHESTER RD",LEXINGTON,KY,405053947,,"EATING PLACE",38.042035,-84.471198,722511,58120000,259779,1,1,2024
"THAI ORCHID CAFE, INC.","CRANK & BOOM CRAFT ICE CREAM","1210 MANCHESTER ST",LEXINGTON,KY,405041129,8592882176,"EATING PLACE",38.056581,-84.519277,722511,58129902,2411463,40,14,2006
"THAI STREET FOOD KITCHEN INC",,"3340 CLAYS MILL RD STE 110",LEXINGTON,KY,405033495,8593093185,"EATING PLACE",37.996149,-84.548131,722511,58120115,136738,1,1,2018
"THE ANTHOLOGY OF TASTE LLC",,"3565 TATES CREEK RD APT 1",LEXINGTON,KY,405172605,,"EATING PLACE",37.98446,-84.49465,722511,58120000,277925,1,1,2025
"THE BEANSPROUT CAFE L L C",,"334 WILGUS AVE",LEXINGTON,KY,405081931,,"EATING PLACE",38.045282,-84.485415,722511,58129902,84662,1,1,2021
"THE BOURBON LIFE L L C",,"1890 STAR SHOOT PKWY STE 170-142",LEXINGTON,KY,405094566,,"EATING PLACE",38.024176,-84.423918,722511,58120000,128141,1,1,2021
"THE CANOPY AT MIDWAY LLC",CANOPY,"2410 GREATSTONE PT",LEXINGTON,KY,405043274,,"RESTAURANT-FAM CHAIN",38.018931,-84.54942,722511,58120501,125344,4,4,2020
"THE CHEESECAKE FACTORY INCORPORATED","CHEESECAKE FACTORY THE","3545 NICHOLASVILLE RD",LEXINGTON,KY,405033612,8592451519,"EATING PLACE",37.987942,-84.528037,722511,58120101,0,0,200,
"THE CORNER CAFE WHITE CHOCOLATE MOCHA",,"305 W MAXWELL ST",LEXINGTON,KY,405082595,8595545194,"EATING PLACE",38.045413,-84.503186,722511,58129902,77560,1,1,2018
"THE CUBAN CORNER LLC",,"1496 LEESTOWN RD STE 125",LEXINGTON,KY,405112040,8593178475,"EATING PLACE",38.065124,-84.523302,722511,58129902,95741,3,3,2020
"THE DISH",,"438 S ASHLAND AVE",LEXINGTON,KY,405022115,8593178438,"EATING PLACE",38.029902,-84.491649,722511,58120500,116373,6,6,2008
"THE EATERY BRIDGE & BAR",,"342 ROMANY RD",LEXINGTON,KY,405022404,8593687268,"EATING PLACE",38.01948,-84.486358,722511,58120101,93566,1,1,2018
"THE GASTRO GNOMES LLC",,"3292 SWEET CLOVER LN",LEXINGTON,KY,405098580,8593687112,"EATING PLACE",38.012612,-84.401938,722511,58120000,72784,5,5,2014
"THE GOLDEN SKEP LLC",,"218 JEFFERSON ST",LEXINGTON,KY,405081217,,"EATING PLACE",38.053926,-84.499576,722511,58120000,90200,6,6,2016
"THE GROVE LLC",VINAIGRETTE,"1031 WELLINGTON WAY STE 115",LEXINGTON,KY,405131250,8594926152,"EATING PLACE",38.005976,-84.570252,722511,58120000,471123,1,1,2013
"THE HAIR CAFE",,"4057 MOONCOIN WAY APT 13103",LEXINGTON,KY,405156088,8595399893,"EATING PLACE",37.970944,-84.519123,722511,58129902,99259,4,4,2010
"THE HUB COFFEE HOUSE & CAFE LLC",,"808 WESTCHESTER DR",LEXINGTON,KY,405023328,,"EATING PLACE",37.996282,-84.502595,722511,58129902,69589,6,6,2011
"THE ITALIAN PEASANT LLC",SUTTON'S,"110 N LOCUST HILL DR",LEXINGTON,KY,405091514,8592682068,"EATING PLACE",38.003722,-84.446463,722511,58120108,482614,34,34,2010
"THE JERK LLC",,"216 OLD GEORGETOWN ST",LEXINGTON,KY,405081299,8599355375,"EATING PLACE",38.056025,-84.502308,722511,58120500,57876,2,2,2017
"THE KITCHEN LLC",,"1138 GAINESWAY DR",LEXINGTON,KY,405172718,,"EATING PLACE",37.989642,-84.483077,722511,58120000,63220,1,1,2023
"THE KREYOL KITCHEN LLC",,"271 W SHORT ST STE 410",LEXINGTON,KY,405071213,,"EATING PLACE",38.04856,-84.49798,722511,58120000,259779,1,1,2024
"THE KROGER CO",KROGER,"1650 BRYAN STATION RD STE 170",LEXINGTON,KY,405052139,8592935969,"RET GROCERIES WHOL GENERAL GROCERIES RET DRUGS/SUNDRIES",38.05844,-84.461541,445110,54110101,0,0,1,
"THE LEMONADE HUSTLE LLC",,"227 HEDGEWOOD CT",LEXINGTON,KY,40509,,"EATING PLACES",38.01346,-84.4499,722511,58120000,259779,1,1,2025
"THE LEXINGTON CLUB INC",,"170 ESPLANADE",LEXINGTON,KY,405071911,8592520960,"CIVIC/SOCIAL ASSOCIATION EATING PLACE",38.044579,-84.493782,813410,86410402,726346,5,5,1860
"THE LOCAL SELTZERY LLC","LOCAL SELTZERY, THE","866 GLENDOVER RD",LEXINGTON,KY,405022882,,"EATING PLACE",38.00749,-84.496712,722511,58120000,91902,3,3,2020
"THE LOCAL TACO",,"315 S LIMESTONE",LEXINGTON,KY,405083007,8595233700,"EATING PLACE",38.043218,-84.501939,722511,58120112,0,0,8,
"THE MELTING POT OF IDEAS LLC",,"153 PATCHEN DR APT 28",LEXINGTON,KY,405174415,8596855793,"EATING PLACE",38.007822,-84.45486,722511,58120104,360000,1,1,2021
